G_ID,SR_ID,SEASON_ID,G_DT,G_TM,S_NM,AWAY_ID,HOME_ID,AWAY_NM,HOME_NM,CANCEL_SC_ID,CANCEL_SC_NM,SR_NM
,,,20110801,,,,,,,,,
20110802LTHH0,0,2011,20110802,18:30,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
20110802HTOB0,0,2011,20110802,18:30,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20110802LGSK0,0,2011,20110802,18:30,문학,LG,SK,LG,SK,0,정상경기,정규시즌
20110802WOSS0,0,2011,20110802,18:30,대구,WO,SS,넥센,삼성,0,정상경기,정규시즌
20110803LTHH0,0,2011,20110803,18:30,한밭,LT,HH,롯데,한화,1,우천취소,정규시즌
20110803HTOB0,0,2011,20110803,18:30,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20110803LGSK0,0,2011,20110803,18:30,문학,LG,SK,LG,SK,0,정상경기,정규시즌
20110803WOSS0,0,2011,20110803,18:30,대구,WO,SS,넥센,삼성,0,정상경기,정규시즌
20110804LTHH0,0,2011,20110804,18:30,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
20110804HTOB0,0,2011,20110804,18:30,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20110804LGSK0,0,2011,20110804,18:30,문학,LG,SK,LG,SK,0,정상경기,정규시즌
20110804WOSS0,0,2011,20110804,18:30,대구,WO,SS,넥센,삼성,0,정상경기,정규시즌
20110805OBWO0,0,2011,20110805,18:30,목동,OB,WO,두산,넥센,0,정상경기,정규시즌
20110805HHLG0,0,2011,20110805,18:30,잠실,HH,LG,한화,LG,0,정상경기,정규시즌
20110805HTSK0,0,2011,20110805,18:30,문학,HT,SK,KIA,SK,0,정상경기,정규시즌
20110805SSLT0,0,2011,20110805,18:30,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
20110806OBWO0,0,2011,20110806,17:00,목동,OB,WO,두산,넥센,0,정상경기,정규시즌
20110806HHLG0,0,2011,20110806,17:00,잠실,HH,LG,한화,LG,0,정상경기,정규시즌
20110806HTSK0,0,2011,20110806,17:00,문학,HT,SK,KIA,SK,0,정상경기,정규시즌
20110806SSLT0,0,2011,20110806,17:00,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
20110807OBWO0,0,2011,20110807,17:00,목동,OB,WO,두산,넥센,0,정상경기,정규시즌
20110807HHLG0,0,2011,20110807,17:00,잠실,HH,LG,한화,LG,0,정상경기,정규시즌
20110807HTSK0,0,2011,20110807,17:00,문학,HT,SK,KIA,SK,0,정상경기,정규시즌
20110807SSLT0,0,2011,20110807,17:00,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
,,,20110808,,,,,,,,,
20110809LGHT0,0,2011,20110809,18:30,무등,LG,HT,LG,KIA,0,정상경기,정규시즌
20110809SKOB0,0,2011,20110809,18:30,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20110809WOLT0,0,2011,20110809,18:30,사직,WO,LT,넥센,롯데,0,정상경기,정규시즌
20110809HHSS0,0,2011,20110809,18:30,대구,HH,SS,한화,삼성,1,우천취소,정규시즌
20110810LGHT0,0,2011,20110810,18:30,무등,LG,HT,LG,KIA,0,정상경기,정규시즌
