G_ID,SR_ID,SEASON_ID,G_DT,G_TM,S_NM,AWAY_ID,HOME_ID,AWAY_NM,HOME_NM,CANCEL_SC_ID,CANCEL_SC_NM,SR_NM
20010901LGHT0,0,2001,20010901,14:00,무등,LG,HT,LG,KIA,0,정상경기,정규시즌
20010901SKOB0,0,2001,20010901,17:00,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20010901HHLT0,0,2001,20010901,17:00,사직,HH,LT,한화,롯데,0,정상경기,정규시즌
20010901SSHD0,0,2001,20010901,17:00,수원,SS,HD,삼성,현대,0,정상경기,정규시즌
20010902LGHT0,0,2001,20010902,14:00,무등,LG,HT,LG,KIA,0,정상경기,정규시즌
20010902SKOB0,0,2001,20010902,14:00,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20010902HHLT0,0,2001,20010902,14:00,사직,HH,LT,한화,롯데,0,정상경기,정규시즌
20010902SSHD0,0,2001,20010902,14:00,수원,SS,HD,삼성,현대,0,정상경기,정규시즌
,,,20010903,,,,,,,,,
20010904HTSK0,0,2001,20010904,18:30,인천,HT,SK,KIA,SK,0,정상경기,정규시즌
20010904OBSS0,0,2001,20010904,18:30,시민,OB,SS,두산,삼성,0,정상경기,정규시즌
20010904LTLG0,0,2001,20010904,18:30,잠실,LT,LG,롯데,LG,0,정상경기,정규시즌
20010904HHHD0,0,2001,20010904,18:30,수원,HH,HD,한화,현대,0,정상경기,정규시즌
20010905HHHD0,0,2001,20010905,18:20,수원,HH,HD,한화,현대,0,정상경기,정규시즌
20010905HTSK0,0,2001,20010905,18:30,인천,HT,SK,KIA,SK,0,정상경기,정규시즌
20010905OBSS0,0,2001,20010905,18:30,시민,OB,SS,두산,삼성,0,정상경기,정규시즌
20010905LTLG0,0,2001,20010905,18:30,잠실,LT,LG,롯데,LG,0,정상경기,정규시즌
20010906HTSK0,0,2001,20010906,18:30,인천,HT,SK,KIA,SK,0,정상경기,정규시즌
20010906LTLG0,0,2001,20010906,18:30,잠실,LT,LG,롯데,LG,0,정상경기,정규시즌
20010907OBHT0,0,2001,20010907,18:30,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20010907SSLG0,0,2001,20010907,18:30,잠실,SS,LG,삼성,LG,0,정상경기,정규시즌
20010907HDLT0,0,2001,20010907,18:30,사직,HD,LT,현대,롯데,0,정상경기,정규시즌
20010908SKHH0,0,2001,20010908,17:00,한밭,SK,HH,SK,한화,0,정상경기,정규시즌
20010908HDLT0,0,2001,20010908,17:00,사직,HD,LT,현대,롯데,0,정상경기,정규시즌
20010908SSLG1,0,2001,20010908,14:00,잠실,SS,LG,삼성,LG,0,정상경기,정규시즌
20010908OBHT1,0,2001,20010908,15:00,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20010908OBHT2,0,2001,20010908,18:20,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20010908SSLG2,0,2001,20010908,18:20,잠실,SS,LG,삼성,LG,0,정상경기,정규시즌
20010909OBHT0,0,2001,20010909,14:00,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20010909SSLG0,0,2001,20010909,14:00,잠실,SS,LG,삼성,LG,0,정상경기,정규시즌
20010910SKHH0,0,2001,20010910,18:30,한밭,SK,HH,SK,한화,0,정상경기,정규시즌
20010910HDLT0,0,2001,20010910,18:30,사직,HD,LT,현대,롯데,0,정상경기,정규시즌
20010911LGHD0,0,2001,20010911,18:20,수원,LG,HD,LG,현대,0,정상경기,정규시즌
20010911HTSS0,0,2001,20010911,18:30,시민,HT,SS,KIA,삼성,0,정상경기,정규시즌
