G_ID,SR_ID,SEASON_ID,G_DT,G_TM,S_NM,AWAY_ID,HOME_ID,AWAY_NM,HOME_NM,CANCEL_SC_ID,CANCEL_SC_NM,SR_NM
20090901SKWO0,0,2009,20090901,18:30,목동,SK,WO,SK,,0,정상경기,정규시즌
20090901HHOB0,0,2009,20090901,18:30,잠실,HH,OB,한화,두산,0,정상경기,정규시즌
20090901HTLT0,0,2009,20090901,18:30,사직,HT,LT,KIA,롯데,0,정상경기,정규시즌
20090902HTSS0,0,2009,20090902,18:30,시민,HT,SS,KIA,삼성,0,정상경기,정규시즌
20090902LGWO0,0,2009,20090902,18:30,목동,LG,WO,LG,,0,정상경기,정규시즌
20090902HHOB0,0,2009,20090902,18:30,잠실,HH,OB,한화,두산,0,정상경기,정규시즌
20090903HTSS0,0,2009,20090903,18:30,시민,HT,SS,KIA,삼성,0,정상경기,정규시즌
20090903WOHH0,0,2009,20090903,18:30,한밭,WO,HH,,한화,0,정상경기,정규시즌
20090903SKOB0,0,2009,20090903,18:30,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20090904OBHT0,0,2009,20090904,18:30,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20090904WOHH0,0,2009,20090904,18:30,한밭,WO,HH,,한화,0,정상경기,정규시즌
20090905OBHT0,0,2009,20090905,17:00,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20090905HHLG0,0,2009,20090905,17:00,잠실,HH,LG,한화,LG,0,정상경기,정규시즌
20090905LTSK0,0,2009,20090905,17:00,문학,LT,SK,롯데,SK,0,정상경기,정규시즌
20090906SSWO0,0,2009,20090906,17:00,목동,SS,WO,삼성,,0,정상경기,정규시즌
20090906OBLG0,0,2009,20090906,17:00,잠실,OB,LG,두산,LG,0,정상경기,정규시즌
20090906LTSK0,0,2009,20090906,17:00,문학,LT,SK,롯데,SK,0,정상경기,정규시즌
,,,20090907,,,,,,,,,
20090908SKHT0,0,2009,20090908,18:30,무등,SK,HT,SK,KIA,0,정상경기,정규시즌
20090908WOOB0,0,2009,20090908,18:30,잠실,WO,OB,,두산,0,정상경기,정규시즌
20090908HHLT0,0,2009,20090908,18:30,사직,HH,LT,한화,롯데,0,정상경기,정규시즌
20090909LGSS0,0,2009,20090909,18:30,시민,LG,SS,LG,삼성,0,정상경기,정규시즌
20090909SKHT0,0,2009,20090909,18:30,무등,SK,HT,SK,KIA,0,정상경기,정규시즌
20090909WOOB0,0,2009,20090909,18:30,잠실,WO,OB,,두산,0,정상경기,정규시즌
20090910HTHH0,0,2009,20090910,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20090910LGSS0,0,2009,20090910,18:30,시민,LG,SS,LG,삼성,0,정상경기,정규시즌
20090910WOOB0,0,2009,20090910,18:30,잠실,WO,OB,,두산,0,정상경기,정규시즌
20090911HTHH0,0,2009,20090911,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20090911LGSS0,0,2009,20090911,18:30,시민,LG,SS,LG,삼성,0,정상경기,정규시즌
20090912WOHH0,0,2009,20090912,17:00,한밭,WO,HH,,한화,0,정상경기,정규시즌
20090912HTOB0,0,2009,20090912,17:00,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20090912LGSK0,0,2009,20090912,17:00,문학,LG,SK,LG,SK,0,정상경기,정규시즌
20090912SSLT0,0,2009,20090912,17:00,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
20090913HTOB0,0,2009,20090913,13:30,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20090913WOHH0,0,2009,20090913,14:00,한밭,WO,HH,,한화,0,정상경기,정규시즌
20090913SSLT0,0,2009,20090913,14:00,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
,,,20090914,,,,,,,,,
20090915HHSS0,0,2009,20090915,18:30,시민,HH,SS,한화,삼성,0,정상경기,정규시즌
20090915HTWO0,0,2009,20090915,18:30,목동,HT,WO,KIA,,0,정상경기,정규시즌
20090915SKLG0,0,2009,20090915,18:30,잠실,SK,LG,SK,LG,0,정상경기,정규시즌
20090916HHSS0,0,2009,20090916,18:30,시민,HH,SS,한화,삼성,0,정상경기,정규시즌
20090916HTWO0,0,2009,20090916,18:30,목동,HT,WO,KIA,,0,정상경기,정규시즌
20090916SKLG0,0,2009,20090916,18:30,잠실,SK,LG,SK,LG,0,정상경기,정규시즌
20090917HHOB0,0,2009,20090917,18:30,잠실,HH,OB,한화,두산,0,정상경기,정규시즌
20090917WOLT0,0,2009,20090917,18:30,사직,WO,LT,,롯데,0,정상경기,정규시즌
20090918LGHT0,0,2009,20090918,18:30,무등,LG,HT,LG,KIA,0,정상경기,정규시즌
20090918HHOB0,0,2009,20090918,18:30,잠실,HH,OB,한화,두산,0,정상경기,정규시즌
20090918WOLT0,0,2009,20090918,18:30,사직,WO,LT,,롯데,0,정상경기,정규시즌
20090919LGHT0,0,2009,20090919,17:00,무등,LG,HT,LG,KIA,0,정상경기,정규시즌
20090919WOSS0,0,2009,20090919,17:00,시민,WO,SS,,삼성,0,정상경기,정규시즌
20090919LTOB0,0,2009,20090919,17:00,잠실,LT,OB,롯데,두산,0,정상경기,정규시즌
20090919HHSK0,0,2009,20090919,17:00,문학,HH,SK,한화,SK,0,정상경기,정규시즌
20090920WOSS0,0,2009,20090920,14:00,시민,WO,SS,,삼성,0,정상경기,정규시즌
20090920LGHT0,0,2009,20090920,17:00,무등,LG,HT,LG,KIA,0,정상경기,정규시즌
20090920LTOB0,0,2009,20090920,17:00,잠실,LT,OB,롯데,두산,0,정상경기,정규시즌
20090920HHSK0,0,2009,20090920,17:00,문학,HH,SK,한화,SK,0,정상경기,정규시즌
,,,20090921,,,,,,,,,
20090922LTWO0,0,2009,20090922,18:30,목동,LT,WO,롯데,,0,정상경기,정규시즌
20090922SSSK0,0,2009,20090922,18:30,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20090923LGHH0,0,2009,20090923,18:30,한밭,LG,HH,LG,한화,0,정상경기,정규시즌
20090923OBWO0,0,2009,20090923,18:30,목동,OB,WO,두산,,0,정상경기,정규시즌
20090923SSSK0,0,2009,20090923,18:30,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20090924WOHT0,0,2009,20090924,18:30,군산,WO,HT,,KIA,0,정상경기,정규시즌
20090924SSOB0,0,2009,20090924,18:30,잠실,SS,OB,삼성,두산,0,정상경기,정규시즌
20090925SSHH0,0,2009,20090925,18:30,한밭,SS,HH,삼성,한화,0,정상경기,정규시즌
