G_ID,SR_ID,SEASON_ID,G_DT,G_TM,S_NM,AWAY_ID,HOME_ID,AWAY_NM,HOME_NM,CANCEL_SC_ID,CANCEL_SC_NM,SR_NM
,,,20020401,,,,,,,,,
,,,20020402,,,,,,,,,
,,,20020403,,,,,,,,,
,,,20020404,,,,,,,,,
20020405LGSS0,0,2002,20020405,14:00,시민,LG,SS,LG,삼성,0,정상경기,정규시즌
20020405LTHH0,0,2002,20020405,14:00,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
20020405HTOB0,0,2002,20020405,14:00,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20020405SKHD0,0,2002,20020405,14:00,수원,SK,HD,SK,현대,0,정상경기,정규시즌
20020406LGSS0,0,2002,20020406,17:00,시민,LG,SS,LG,삼성,0,정상경기,정규시즌
20020407LGSS0,0,2002,20020407,14:00,시민,LG,SS,LG,삼성,0,정상경기,정규시즌
20020407LTHH1,0,2002,20020407,14:00,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
20020407HTOB1,0,2002,20020407,14:00,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20020407SKHD1,0,2002,20020407,14:00,수원,SK,HD,SK,현대,0,정상경기,정규시즌
20020407HTOB2,0,2002,20020407,17:00,잠실,HT,OB,KIA,두산,0,정상경기,정규시즌
20020407SKHD2,0,2002,20020407,17:00,수원,SK,HD,SK,현대,0,정상경기,정규시즌
20020407LTHH2,0,2002,20020407,17:50,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
,,,20020408,,,,,,,,,
20020409HDHT0,0,2002,20020409,18:30,무등,HD,HT,현대,KIA,0,정상경기,정규시즌
20020409OBLG0,0,2002,20020409,18:30,잠실,OB,LG,두산,LG,0,정상경기,정규시즌
20020409SSLT0,0,2002,20020409,18:30,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
20020409HHSK0,0,2002,20020409,18:40,문학,HH,SK,한화,SK,0,정상경기,정규시즌
20020410HDHT0,0,2002,20020410,18:30,무등,HD,HT,현대,KIA,0,정상경기,정규시즌
20020410OBLG0,0,2002,20020410,18:30,잠실,OB,LG,두산,LG,0,정상경기,정규시즌
20020410HHSK0,0,2002,20020410,18:30,문학,HH,SK,한화,SK,0,정상경기,정규시즌
20020410SSLT0,0,2002,20020410,18:30,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
20020411HDHT0,0,2002,20020411,18:30,무등,HD,HT,현대,KIA,0,정상경기,정규시즌
20020411OBLG0,0,2002,20020411,18:30,잠실,OB,LG,두산,LG,0,정상경기,정규시즌
20020411HHSK0,0,2002,20020411,18:30,문학,HH,SK,한화,SK,0,정상경기,정규시즌
20020411SSLT0,0,2002,20020411,18:30,사직,SS,LT,삼성,롯데,0,정상경기,정규시즌
20020412HHSS0,0,2002,20020412,18:30,시민,HH,SS,한화,삼성,0,정상경기,정규시즌
20020412SKHT0,0,2002,20020412,18:30,무등,SK,HT,SK,KIA,0,정상경기,정규시즌
20020412OBLT0,0,2002,20020412,18:30,사직,OB,LT,두산,롯데,0,정상경기,정규시즌
20020413HHSS0,0,2002,20020413,17:00,시민,HH,SS,한화,삼성,0,정상경기,정규시즌
20020413SKHT0,0,2002,20020413,17:00,무등,SK,HT,SK,KIA,0,정상경기,정규시즌
20020413OBLT0,0,2002,20020413,17:00,사직,OB,LT,두산,롯데,0,정상경기,정규시즌
20020413HDLG1,0,2002,20020413,14:00,잠실,HD,LG,현대,LG,0,정상경기,정규시즌
20020413HDLG2,0,2002,20020413,17:40,잠실,HD,LG,현대,LG,0,정상경기,정규시즌
20020414HHSS0,0,2002,20020414,14:00,시민,HH,SS,한화,삼성,0,정상경기,정규시즌
20020414SKHT0,0,2002,20020414,14:00,무등,SK,HT,SK,KIA,0,정상경기,정규시즌
20020414HDLG0,0,2002,20020414,14:00,잠실,HD,LG,현대,LG,0,정상경기,정규시즌
20020414OBLT0,0,2002,20020414,14:00,사직,OB,LT,두산,롯데,0,정상경기,정규시즌
,,,20020415,,,,,,,,,
20020416HTHH0,0,2002,20020416,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20020416SSOB0,0,2002,20020416,18:30,잠실,SS,OB,삼성,두산,0,정상경기,정규시즌
20020416LGSK0,0,2002,20020416,18:30,문학,LG,SK,LG,SK,0,정상경기,정규시즌
20020416LTHD0,0,2002,20020416,18:30,수원,LT,HD,롯데,현대,0,정상경기,정규시즌
20020417LGSK0,0,2002,20020417,18:20,문학,LG,SK,LG,SK,0,정상경기,정규시즌
20020417HTHH0,0,2002,20020417,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20020417SSOB0,0,2002,20020417,18:30,잠실,SS,OB,삼성,두산,0,정상경기,정규시즌
20020417LTHD0,0,2002,20020417,18:30,수원,LT,HD,롯데,현대,0,정상경기,정규시즌
20020418HTHH0,0,2002,20020418,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20020418SSOB0,0,2002,20020418,18:30,잠실,SS,OB,삼성,두산,0,정상경기,정규시즌
20020418LGSK0,0,2002,20020418,18:30,문학,LG,SK,LG,SK,0,정상경기,정규시즌
20020418LTHD0,0,2002,20020418,18:30,수원,LT,HD,롯데,현대,0,정상경기,정규시즌
20020419LGOB0,0,2002,20020419,18:30,잠실,LG,OB,LG,두산,0,정상경기,정규시즌
20020419SSSK0,0,2002,20020419,18:30,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20020419HTLT0,0,2002,20020419,18:30,사직,HT,LT,KIA,롯데,0,정상경기,정규시즌
20020419HHHD0,0,2002,20020419,18:30,수원,HH,HD,한화,현대,0,정상경기,정규시즌
20020420LGOB0,0,2002,20020420,17:00,잠실,LG,OB,LG,두산,0,정상경기,정규시즌
20020420SSSK0,0,2002,20020420,17:00,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20020420HTLT0,0,2002,20020420,17:00,사직,HT,LT,KIA,롯데,0,정상경기,정규시즌
20020420HHHD0,0,2002,20020420,17:00,수원,HH,HD,한화,현대,0,정상경기,정규시즌
20020421LGOB0,0,2002,20020421,14:00,잠실,LG,OB,LG,두산,0,정상경기,정규시즌
20020421SSSK0,0,2002,20020421,14:00,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20020421HTLT0,0,2002,20020421,14:00,사직,HT,LT,KIA,롯데,0,정상경기,정규시즌
20020421HHHD0,0,2002,20020421,14:00,수원,HH,HD,한화,현대,0,정상경기,정규시즌
,,,20020422,,,,,,,,,
20020423OBHT0,0,2002,20020423,18:30,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20020423LTLG0,0,2002,20020423,18:30,잠실,LT,LG,롯데,LG,0,정상경기,정규시즌
20020423SKHH0,0,2002,20020423,18:30,청주,SK,HH,SK,한화,0,정상경기,정규시즌
20020424OBHT0,0,2002,20020424,18:30,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20020424LTLG0,0,2002,20020424,18:30,잠실,LT,LG,롯데,LG,0,정상경기,정규시즌
20020424SKHH0,0,2002,20020424,18:30,청주,SK,HH,SK,한화,0,정상경기,정규시즌
20020424HDSS1,0,2002,20020424,15:00,시민,HD,SS,현대,삼성,0,정상경기,정규시즌
20020424HDSS2,0,2002,20020424,18:00,시민,HD,SS,현대,삼성,0,정상경기,정규시즌
20020425HDSS0,0,2002,20020425,18:30,시민,HD,SS,현대,삼성,0,정상경기,정규시즌
20020425OBHT0,0,2002,20020425,18:30,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20020425LTLG0,0,2002,20020425,18:30,잠실,LT,LG,롯데,LG,0,정상경기,정규시즌
20020425SKHH0,0,2002,20020425,18:30,청주,SK,HH,SK,한화,0,정상경기,정규시즌
20020426LGHH0,0,2002,20020426,18:30,한밭,LG,HH,LG,한화,0,정상경기,정규시즌
20020426SSHT0,0,2002,20020426,18:30,무등,SS,HT,삼성,KIA,0,정상경기,정규시즌
20020426HDOB0,0,2002,20020426,18:30,잠실,HD,OB,현대,두산,0,정상경기,정규시즌
20020426LTSK0,0,2002,20020426,18:30,문학,LT,SK,롯데,SK,0,정상경기,정규시즌
20020427LGHH0,0,2002,20020427,17:00,한밭,LG,HH,LG,한화,0,정상경기,정규시즌
20020427SSHT0,0,2002,20020427,17:00,무등,SS,HT,삼성,KIA,0,정상경기,정규시즌
20020427HDOB0,0,2002,20020427,17:00,잠실,HD,OB,현대,두산,0,정상경기,정규시즌
20020428LGHH0,0,2002,20020428,14:00,한밭,LG,HH,LG,한화,0,정상경기,정규시즌
20020428SSHT0,0,2002,20020428,14:00,무등,SS,HT,삼성,KIA,0,정상경기,정규시즌
20020428HDOB0,0,2002,20020428,14:00,잠실,HD,OB,현대,두산,0,정상경기,정규시즌
20020428LTSK1,0,2002,20020428,14:00,문학,LT,SK,롯데,SK,0,정상경기,정규시즌
20020428LTSK2,0,2002,20020428,16:40,문학,LT,SK,롯데,SK,0,정상경기,정규시즌
,,,20020429,,,,,,,,,
20020430SKLG0,0,2002,20020430,18:30,잠실,SK,LG,SK,LG,0,정상경기,정규시즌
