date,gameid
20170331,LTNC0
20170331,HHOB0
20170331,KTSK0
20170331,HTSS0
20170331,LGWO0
20170401,HHOB0
20170401,HTSS0
20170401,LGWO0
20170401,LTNC0
20170401,KTSK0
20170402,LTNC0
20170402,HHOB0
20170402,KTSK0
20170402,HTSS0
20170402,LGWO0
20170404,SSLG0
20170404,WOLT0
20170404,SKHT0
20170404,NCHH0
20170404,OBKT0
20170406,SSLG0
20170406,WOLT0
20170406,OBKT0
20170406,SKHT0
20170406,NCHH0
20170407,WOOB0
20170407,NCSK0
20170407,LGLT0
20170407,SSKT0
20170407,HHHT0
20170408,WOOB0
20170408,NCSK0
20170408,LGLT0
20170408,SSKT0
20170408,HHHT0
20170409,WOOB0
20170409,NCSK0
20170409,LGLT0
20170409,SSKT0
20170409,HHHT0
20170411,LGNC0
20170411,HTOB0
20170411,LTSK0
20170411,HHSS0
20170411,KTWO0
20170412,LGNC0
20170412,HTOB0
20170412,LTSK0
20170412,HHSS0
20170412,KTWO0
20170413,LGNC0
20170413,HTOB0
20170413,LTSK0
20170413,HHSS0
20170413,KTWO0
20170414,OBNC0
20170414,KTLG0
20170414,SSLT0
20170414,WOHT0
20170414,SKHH0
20170415,OBNC0
20170415,KTLG0
20170415,SSLT0
20170415,WOHT0
20170415,SKHH0
20170416,OBNC0
20170416,KTLG0
20170416,SSLT0
20170416,WOHT0
20170416,SKHH0
20170418,SSOB0
20170418,WOSK0
20170418,NCLT0
20170418,HTKT0
20170418,LGHH0
20170419,SSOB0
20170419,WOSK0
20170419,NCLT0
20170419,HTKT0
20170419,LGHH0
20170420,SSOB0
20170420,WOSK0
20170420,NCLT0
20170420,HTKT0
20170420,LGHH0
20170421,HTLG0
20170421,OBSK0
20170421,NCSS0
20170421,HHKT0
20170421,LTWO0
20170422,HTLG0
20170422,OBSK0
20170422,NCSS0
20170422,HHKT0
20170422,LTWO0
20170423,HTLG0
20170423,OBSK0
20170423,NCSS0
20170423,HHKT0
20170423,LTWO0
20170425,KTNC0
20170425,SKLG0
20170425,HHLT0
20170425,SSHT0
20170425,OBWO0
20170426,KTNC0
20170426,SKLG0
20170426,HHLT0
20170426,SSHT0
20170426,OBWO0
20170427,KTNC0
20170427,SKLG0
20170427,HHLT0
20170427,SSHT0
20170427,OBWO0
20170428,LTOB0
20170428,SKSS0
20170428,LGKT0
20170428,NCHT0
20170428,WOHH0
20170429,LTOB0
20170429,SKSS0
20170429,LGKT0
20170429,NCHT0
20170429,WOHH0
20170430,LTOB0
20170430,SKSS0
20170430,LGKT0
20170430,NCHT0
20170430,WOHH0
20170502,NCLG0
20170502,HHSK0
20170502,OBSS0
20170502,LTKT0
20170502,HTWO0
20170503,NCLG0
20170503,HHSK0
20170503,OBSS0
20170503,LTKT0
20170503,HTWO0
20170504,NCLG0
20170504,HHSK0
20170504,OBSS0
20170504,LTKT0
20170504,HTWO0
20170505,SSNC0
20170505,LGOB0
20170505,HTLT0
20170505,SKWO0
20170505,KTHH0
20170506,SSNC0
20170506,LGOB0
20170506,HTLT0
20170506,SKWO0
20170506,KTHH0
20170507,SSNC0
20170507,LGOB0
20170507,HTLT0
20170507,SKWO0
20170507,KTHH0
20170509,KTHT0
20170510,WONC0
20170510,SKOB0
20170510,LGSS0
20170510,KTHT0
20170510,LTHH0
20170511,WONC0
20170511,SKOB0
20170511,LGSS0
20170511,KTHT0
20170511,LTHH0
20170512,HHLG0
20170512,HTSK0
20170512,WOSS0
20170512,NCKT0
20170513,HHLG0
20170513,HTSK0
20170513,OBLT0
20170513,WOSS0
20170513,NCKT0
20170514,HHLG0
20170514,HTSK0
20170514,OBLT0
20170514,WOSS0
20170514,NCKT0
20170516,NCOB0
20170516,SSSK0
20170516,KTLT0
20170516,LGHT0
20170516,HHWO0
20170517,NCOB0
20170517,SSSK0
20170517,KTLT0
20170517,LGHT0
20170517,HHWO0
20170518,NCOB0
20170518,SSSK0
20170518,KTLT0
20170518,LGHT0
20170518,HHWO0
20170519,SKNC0
20170519,LTLG0
20170519,WOKT0
20170519,OBHT0
20170519,SSHH0
20170520,SKNC0
20170520,LTLG0
20170520,WOKT0
20170520,OBHT0
20170520,SSHH0
20170521,SKNC0
20170521,LTLG0
20170521,WOKT0
20170521,OBHT0
20170521,SSHH0
20170523,SKLT0
20170523,KTSS0
20170523,NCWO0
20170523,HTHH0
20170524,OBLG0
20170524,SKLT0
20170524,KTSS0
20170524,NCWO0
20170524,HTHH0
20170525,OBLG0
20170525,SKLT0
20170525,KTSS0
20170525,NCWO0
20170525,HTHH0
20170526,HHNC0
20170526,KTOB0
20170526,LGSK0
20170526,LTHT0
20170526,SSWO0
20170527,HHNC0
20170527,KTOB0
20170527,LGSK0
20170527,LTHT0
20170527,SSWO0
20170528,HHNC0
20170528,KTOB0
20170528,LGSK0
20170528,LTHT0
20170528,SSWO0
20170530,HTNC0
20170530,WOLG0
20170530,LTSS0
20170530,SKKT0
