date,gameid
20180324,LGNC0
20180324,SSOB0
20180324,LTSK0
20180324,KTHT0
20180324,HHWO0
20180325,LGNC0
20180325,SSOB0
20180325,LTSK0
20180325,KTHT0
20180325,HHWO0
20180327,HHNC0
20180327,LTOB0
20180327,KTSK0
20180327,SSHT0
20180327,LGWO0
20180328,HHNC0
20180328,LTOB0
20180328,KTSK0
20180328,SSHT0
20180328,LGWO0
20180329,HHNC0
20180329,LTOB0
20180329,KTSK0
20180329,SSHT0
20180329,LGWO0
20180330,HTLG0
20180330,NCLT0
20180330,WOSS0
20180330,SKHH0
20180330,OBKT0
20180331,HTLG0
20180331,NCLT0
20180331,WOSS0
20180331,OBKT0
20180331,SKHH0
20180401,HTLG0
20180401,NCLT0
20180401,WOSS0
20180401,OBKT0
20180401,SKHH0
20180403,SSNC0
20180403,LGOB0
20180403,HTSK0
20180403,KTWO0
20180403,LTHH0
20180404,SSNC0
20180404,LGOB0
20180404,HTSK0
20180404,KTWO0
20180404,LTHH0
20180405,SSNC0
20180405,KTWO0
20180406,LGLT0
20180406,WOHT0
20180407,NCOB0
20180407,SSSK0
20180407,LGLT0
20180407,HHKT0
20180407,WOHT0
20180408,NCOB0
20180408,SSSK0
20180408,LGLT0
20180408,HHKT0
20180408,WOHT0
20180410,KTNC0
20180410,SKLG0
20180410,OBSS0
20180410,HTHH0
20180410,WOLT0
20180411,KTNC0
20180411,SKLG0
20180411,OBSS0
20180411,HTHH0
20180411,WOLT0
20180412,KTNC0
20180412,SKLG0
20180412,OBSS0
20180412,HTHH0
20180412,WOLT0
20180413,KTLG0
20180413,NCSK0
20180413,LTHT0
20180413,OBWO0
20180413,SSHH0
20180414,KTLG0
20180414,NCSK0
20180414,OBWO0
20180414,SSHH0
20180415,KTLG0
20180415,NCSK0
20180415,OBWO0
20180415,SSHH0
20180417,HHOB0
20180417,SSLT0
20180417,SKKT0
20180417,LGHT0
20180417,NCWO0
20180418,HHOB0
20180418,SSLT0
20180418,SKKT0
20180418,LGHT0
20180418,NCWO0
20180419,HHOB0
20180419,SSLT0
20180419,SKKT0
20180419,LGHT0
20180419,NCWO0
20180420,LGNC0
20180420,HTOB0
20180420,SKLT0
20180420,KTSS0
20180420,WOHH0
20180421,LGNC0
20180421,HTOB0
20180421,SKLT0
20180421,KTSS0
20180421,WOHH0
20180422,LGNC0
20180422,HTOB0
20180422,SKLT0
20180422,KTSS0
20180422,WOHH0
20180424,WOLG0
20180424,OBSK0
20180424,NCSS0
20180424,LTKT0
20180425,WOLG0
20180425,OBSK0
20180425,NCSS0
20180425,LTKT0
20180425,HHHT0
20180426,WOLG0
20180426,OBSK0
20180426,NCSS0
20180426,LTKT0
20180426,HHHT0
20180427,OBNC0
20180427,SSLG0
20180427,HHLT0
20180427,HTKT0
20180427,SKWO0
20180428,OBNC0
20180428,SSLG0
20180428,HHLT0
20180428,HTKT0
20180428,SKWO0
20180429,OBNC0
20180429,SSLG0
20180429,HHLT0
20180429,HTKT0
20180429,SKWO0
20180501,WONC0
20180501,KTOB0
20180501,HTLT0
20180501,SKSS0
20180501,LGHH0
20180502,WONC0
20180502,HTLT0
20180502,SKSS0
20180502,LGHH0
20180503,WONC0
20180503,KTOB0
20180503,HTLT0
20180503,SKSS0
20180503,LGHH0
20180504,OBLG0
20180504,LTSK0
20180504,HHSS0
20180504,WOKT0
20180504,NCHT0
20180505,OBLG0
20180505,LTSK0
20180505,HHSS0
20180505,WOKT0
20180505,NCHT0
20180506,OBLG0
