G_ID,SR_ID,SEASON_ID,G_DT,G_TM,S_NM,AWAY_ID,HOME_ID,AWAY_NM,HOME_NM,CANCEL_SC_ID,CANCEL_SC_NM,SR_NM
,,,20130401,,,,,,,,,
20130402HTHH0,0,2013,20130402,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20130402LGWO0,0,2013,20130402,18:30,목동,LG,WO,LG,넥센,0,정상경기,정규시즌
20130402LTNC0,0,2013,20130402,18:30,마산,LT,NC,롯데,NC,0,정상경기,정규시즌
20130402SKOB0,0,2013,20130402,18:30,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20130403HTHH0,0,2013,20130403,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20130403LGWO0,0,2013,20130403,18:30,목동,LG,WO,LG,넥센,0,정상경기,정규시즌
20130403LTNC0,0,2013,20130403,18:30,마산,LT,NC,롯데,NC,0,정상경기,정규시즌
20130403SKOB0,0,2013,20130403,18:30,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20130404HTHH0,0,2013,20130404,18:30,한밭,HT,HH,KIA,한화,0,정상경기,정규시즌
20130404LGWO0,0,2013,20130404,18:30,목동,LG,WO,LG,넥센,0,정상경기,정규시즌
20130404LTNC0,0,2013,20130404,18:30,마산,LT,NC,롯데,NC,0,정상경기,정규시즌
20130404SKOB0,0,2013,20130404,18:30,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20130405WOHH0,0,2013,20130405,18:30,한밭,WO,HH,넥센,한화,0,정상경기,정규시즌
20130405OBLG0,0,2013,20130405,18:30,잠실,OB,LG,두산,LG,0,정상경기,정규시즌
20130405HTLT0,0,2013,20130405,18:30,사직,HT,LT,KIA,롯데,0,정상경기,정규시즌
20130405NCSS0,0,2013,20130405,18:30,대구,NC,SS,NC,삼성,0,정상경기,정규시즌
20130406WOHH0,0,2013,20130406,17:00,한밭,WO,HH,넥센,한화,1,우천취소,정규시즌
20130406OBLG0,0,2013,20130406,17:00,잠실,OB,LG,두산,LG,1,우천취소,정규시즌
20130406HTLT0,0,2013,20130406,17:00,사직,HT,LT,KIA,롯데,1,우천취소,정규시즌
20130406NCSS0,0,2013,20130406,17:00,대구,NC,SS,NC,삼성,1,우천취소,정규시즌
20130407WOHH0,0,2013,20130407,14:00,한밭,WO,HH,넥센,한화,0,정상경기,정규시즌
20130407OBLG0,0,2013,20130407,14:00,잠실,OB,LG,두산,LG,0,정상경기,정규시즌
20130407HTLT0,0,2013,20130407,14:00,사직,HT,LT,KIA,롯데,0,정상경기,정규시즌
20130407NCSS0,0,2013,20130407,14:00,대구,NC,SS,NC,삼성,0,정상경기,정규시즌
,,,20130408,,,,,,,,,
20130409OBHT0,0,2013,20130409,18:30,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20130409NCLG0,0,2013,20130409,18:30,잠실,NC,LG,NC,LG,0,정상경기,정규시즌
20130409WOSK0,0,2013,20130409,18:30,문학,WO,SK,넥센,SK,0,정상경기,정규시즌
20130409HHSS0,0,2013,20130409,18:30,대구,HH,SS,한화,삼성,0,정상경기,정규시즌
