date,gameid
20160401,HTNC0
20160401,HHLG0
20160401,KTSK0
20160401,OBSS0
20160401,LTWO0
20160402,LTWO0
20160402,HTNC0
20160402,HHLG0
20160402,KTSK0
20160402,OBSS0
20160403,KTSK0
20160403,LTWO0
20160405,NCOB0
20160405,SKLT0
20160405,SSKT0
20160405,LGHT0
20160405,WOHH0
20160406,NCOB0
20160406,SKLT0
20160406,SSKT0
20160406,WOHH0
20160407,NCOB0
20160407,SKLT0
20160407,SSKT0
20160407,LGHT0
20160407,WOHH0
20160408,HHNC0
20160408,WOOB0
20160408,LGSK0
20160408,SSLT0
20160408,HTKT0
20160409,SSLT0
20160409,HHNC0
20160409,WOOB0
20160409,LGSK0
20160409,HTKT0
20160410,HHNC0
20160410,WOOB0
20160410,SSLT0
20160410,HTKT0
20160410,LGSK0
20160412,LTLG0
20160412,HTSK0
20160412,NCSS0
20160412,KTWO0
20160412,OBHH0
20160413,LTLG0
20160413,HTSK0
20160413,NCSS0
20160413,KTWO0
20160413,OBHH0
20160414,LTLG0
20160414,HTSK0
20160414,NCSS0
20160414,KTWO0
20160414,OBHH0
20160415,LTNC0
20160415,SSOB0
20160415,SKKT0
20160415,WOHT0
20160415,LGHH0
20160417,LTNC0
20160417,SSOB0
20160417,SKKT0
20160417,WOHT0
20160417,LGHH0
20160419,NCLG0
20160419,WOSK0
20160419,HHLT0
20160419,OBKT0
20160419,SSHT0
20160420,NCLG0
20160420,WOSK0
20160420,HHLT0
20160420,OBKT0
20160420,SSHT0
20160421,NCLG0
20160421,WOSK0
20160421,HHLT0
20160421,OBKT0
20160421,SSHT0
20160422,HHOB0
20160422,NCSK0
20160422,HTLT0
20160422,KTSS0
20160422,LGWO0
20160423,HHOB0
20160423,NCSK0
20160423,HTLT0
20160423,KTSS0
20160423,LGWO0
20160424,NCSK0
20160424,HTLT0
20160424,KTSS0
20160424,LGWO0
20160424,HHOB0
20160426,WONC0
20160426,SKOB0
20160426,LGSS0
20160426,LTKT0
20160426,HTHH0
20160427,SKOB0
20160427,LTKT0
20160428,WONC0
20160428,SKOB0
20160428,LGSS0
20160428,LTKT0
20160428,HTHH0
20160429,KTLG0
20160429,NCLT0
20160429,OBHT0
20160429,SKWO0
20160429,SSHH0
20160430,KTLG0
20160430,NCLT0
20160430,OBHT0
20160430,SKWO0
20160430,SSHH0
20160501,KTLG0
20160501,NCLT0
20160501,SKWO0
20160501,SSHH0
20160501,OBHT0
20160503,HHSK0
20160503,WOSS0
20160503,LTHT0
20160504,OBLG0
20160504,HHSK0
20160504,WOSS0
20160504,NCKT0
20160504,LTHT0
20160505,OBLG0
20160505,HHSK0
20160505,WOSS0
20160505,NCKT0
20160505,LTHT0
20160506,LGNC0
20160506,LTOB0
20160506,SKSS0
20160506,HHKT0
20160506,HTWO0
20160507,LGNC0
20160507,LTOB0
20160507,SKSS0
20160507,HHKT0
20160507,HTWO0
20160508,LGNC0
20160508,LTOB0
20160508,SKSS0
20160508,HHKT0
20160508,HTWO0
20160510,SSLG0
20160510,OBSK0
20160511,SSLG0
20160511,OBSK0
20160511,WOLT0
20160511,KTHT0
20160511,NCHH0
20160512,SSLG0
20160512,OBSK0
20160512,WOLT0
20160512,KTHT0
20160512,NCHH0
20160513,KTNC0
20160513,SKLG0
20160513,LTSS0
20160513,HHHT0
20160513,OBWO0
20160514,KTNC0
20160514,SKLG0
20160514,LTSS0
20160514,HHHT0
20160514,OBWO0
20160515,KTNC0
20160515,HHHT0
20160515,OBWO0
20160515,LTSS0
20160517,HTOB0
20160517,LTSK0
20160517,LGKT0
20160517,NCWO0
20160517,HHSS0
20160518,HTOB0
20160518,LTSK0
20160518,LGKT0
20160518,NCWO0
20160518,HHSS0
20160519,HTOB0
20160519,LTSK0
20160519,LGKT0
20160519,NCWO0
20160519,HHSS0
20160520,SSNC0
20160520,WOLG0
20160520,OBLT0
20160520,SKHT0
20160520,KTHH0
20160521,SSNC0
20160521,WOLG0
20160521,OBLT0
20160521,SKHT0
20160521,KTHH0
20160522,SSNC0
20160522,OBLT0
