date,gameid
20150328,HHWO0
20150328,NCOB0
20150328,KTLT0
20150328,SKSS0
20150328,LGHT0
20150329,HHWO0
20150329,NCOB0
20150329,KTLT0
20150329,SKSS0
20150329,LGHT0
20150331,LTLG0
20150331,SSKT0
20150401,WONC0
20150401,LTLG0
20150401,HTSK0
20150401,SSKT0
20150401,OBHH0
20150402,OBHH0
20150403,HHNC0
20150403,SKWO0
20150403,SSLG0
20150403,OBLT0
20150403,HTKT0
20150404,SKWO0
20150404,SSLG0
20150404,HTKT0
20150405,HHNC0
20150405,SSLG0
20150405,OBLT0
20150405,HTKT0
20150405,SKWO0
20150407,WOOB0
20150407,KTSK0
20150407,LTSS0
20150407,NCHT0
20150407,LGHH0
20150408,WOOB0
20150408,KTSK0
20150408,LTSS0
20150408,NCHT0
20150408,LGHH0
20150409,WOOB0
20150409,KTSK0
20150409,LTSS0
20150409,NCHT0
20150409,LGHH0
20150410,KTWO0
20150410,SKNC0
20150410,OBLG0
20150410,HHLT0
20150410,HTSS0
20150411,KTWO0
20150411,SKNC0
20150411,OBLG0
20150411,HHLT0
20150411,HTSS0
20150412,KTWO0
20150412,SKNC0
20150412,OBLG0
20150412,HTSS0
20150412,HHLT0
20150414,NCLT0
20150414,OBKT0
20150414,SSHH0
20150415,HTLG0
20150415,WOSK0
20150415,NCLT0
20150415,OBKT0
20150415,SSHH0
20150416,HTLG0
20150416,WOSK0
20150416,NCLT0
20150417,LTOB0
20150417,LGSK0
20150417,KTSS0
20150417,WOHT0
20150417,NCHH0
20150418,LTOB0
20150418,LGSK0
20150418,KTSS0
20150418,WOHT0
20150418,NCHH0
20150419,WOHT0
20150421,OBWO0
20150421,SSNC0
20150421,HHLG0
20150421,SKKT0
20150421,LTHT0
20150422,OBWO0
20150422,SSNC0
20150422,HHLG0
20150422,SKKT0
20150422,LTHT0
20150423,OBWO0
20150423,SSNC0
20150423,HHLG0
20150423,SKKT0
20150423,LTHT0
20150424,LGNC0
20150424,HTOB0
20150424,SSLT0
20150424,WOKT0
20150424,SKHH0
20150425,LGNC0
20150425,HTOB0
20150425,SSLT0
20150425,WOKT0
20150425,SKHH0
20150426,HTOB0
20150426,SSLT0
20150426,WOKT0
20150426,SKHH0
20150426,LGNC0
20150428,LTWO0
20150428,KTOB0
20150428,NCSK0
20150428,LGSS0
20150429,LGSS0
20150429,HHHT0
20150430,LTWO0
20150430,KTOB0
20150430,NCSK0
20150430,LGSS0
20150430,HHHT0
20150501,WOLG0
20150501,OBSS0
20150501,NCKT0
20150501,SKHT0
20150501,LTHH0
20150502,WOLG0
20150502,OBSS0
20150502,NCKT0
20150502,SKHT0
20150502,LTHH0
20150503,WOLG0
20150503,NCKT0
20150503,LTHH0
20150505,HTNC0
20150505,SSWO0
20150505,LGOB0
20150505,SKLT0
20150505,KTHH0
20150506,HTNC0
20150506,SSWO0
20150506,LGOB0
20150506,SKLT0
20150506,KTHH0
20150507,HTNC0
20150507,SSWO0
20150507,LGOB0
20150507,SKLT0
20150507,KTHH0
20150508,HTWO0
20150508,LTNC0
20150508,HHOB0
20150508,SSSK0
20150508,LGKT0
20150509,HTWO0
20150509,LTNC0
20150509,HHOB0
20150509,SSSK0
20150509,LGKT0
20150510,HTWO0
20150510,LTNC0
20150510,HHOB0
20150510,SSSK0
20150510,LGKT0
20150512,WOLT0
20150512,HHSS0
20150512,KTHT0
20150513,NCLG0
20150513,OBSK0
20150513,WOLT0
20150513,HHSS0
20150513,KTHT0
20150514,NCLG0
20150514,OBSK0
20150514,WOLT0
20150514,HHSS0
20150514,KTHT0
20150515,SKLG0
20150515,NCSS0
20150515,LTKT0
20150515,WOHH0
20150516,SKLG0
20150516,NCSS0
20150516,LTKT0
20150516,OBHT0
20150516,WOHH0
20150517,SKLG0
20150517,NCSS0
20150517,LTKT0
20150517,OBHT0
20150517,WOHH0
20150519,KTNC0
20150519,LGWO0
20150519,HHSK0
20150519,HTLT0
20150520,KTNC0
20150520,LGWO0
20150520,SSOB0
20150520,HHSK0
20150520,HTLT0
20150521,KTNC0
20150521,LGWO0
20150521,SSOB0
20150521,HHSK0
20150521,HTLT0
20150522,NCWO0
20150522,SKOB0
20150522,LGLT0
20150522,HHKT0
20150522,SSHT0
20150523,NCWO0
20150523,SKOB0
20150523,LGLT0
20150523,HHKT0
20150523,SSHT0
20150524,NCWO0
20150524,LGLT0
20150524,HHKT0
20150524,SSHT0
20150524,SKOB0
20150526,OBNC0
20150526,KTLG0
20150526,LTSK0
20150526,WOSS0
20150526,HTHH0
20150527,OBNC0
20150527,KTLG0
20150527,LTSK0
20150527,WOSS0
20150527,HTHH0
20150528,OBNC0
20150528,KTLG0
20150528,LTSK0
20150528,WOSS0
20150528,HTHH0
20150529,SSLG0
20150529,WOSK0
20150529,OBKT0
20150529,NCHT0
20150529,HHLT0
20150530,SSLG0
20150530,HHLT0
20150530,WOSK0
20150530,OBKT0
20150530,NCHT0
20150531,SSLG0
20150531,WOSK0
20150531,OBKT0
20150531,HHLT0
20150531,NCHT0
20150602,HHWO0
20150602,LGNC0
20150602,HTOB0
20150602,SKKT0
20150602,LTSS0
20150603,HHWO0
20150603,LGNC0
20150603,HTOB0
20150603,SKKT0
20150603,LTSS0
20150604,HHWO0
20150604,LGNC0
20150604,HTOB0
20150604,SKKT0
20150604,LTSS0
20150605,OBWO0
20150605,SSNC0
20150605,SKLG0
20150605,KTHH0
20150606,OBWO0
20150606,SSNC0
20150606,SKLG0
20150606,HTLT0
20150606,KTHH0
20150607,OBWO0
20150607,SSNC0
20150607,SKLG0
20150607,HTLT0
20150607,KTHH0
20150609,OBLG0
20150609,NCSK0
20150609,KTLT0
20150609,HHSS0
20150609,WOHT0
20150610,OBLG0
20150610,NCSK0
20150610,KTLT0
20150610,HHSS0
20150610,WOHT0
20150611,OBLG0
20150611,KTLT0
20150611,HHSS0
20150611,WOHT0
20150612,NCOB0
20150612,LTSK0
20150612,WOKT0
20150612,SSHT0
20150612,LGHH0
20150613,NCOB0
20150613,LTSK0
20150613,WOKT0
20150613,SSHT0
20150613,LGHH0
20150614,NCOB0
20150614,LTSK0
20150614,WOKT0
20150614,LGHH0
20150616,LTWO0
20150616,HTLG0
20150616,OBSS0
20150616,NCKT0
20150616,SKHH0
20150617,LTWO0
20150617,HTLG0
20150617,OBSS0
20150617,NCKT0
20150617,SKHH0
20150618,LTWO0
20150618,HTLG0
20150618,OBSS0
20150618,NCKT0
20150618,SKHH0
20150619,HHNC0
20150619,LGWO0
20150619,LTOB0
20150619,SSSK0
20150619,KTHT0
20150620,HHNC0
20150621,HHNC0
20150621,LGWO0
20150621,LTOB0
20150621,SSSK0
20150621,KTHT0
20150623,HTNC0
20150623,SKOB0
20150623,SSLT0
20150623,LGKT0
20150623,WOHH0
20150624,HTNC0
20150624,SKOB0
20150624,SSLT0
20150624,LGKT0
20150625,SKOB0
20150625,LGKT0
20150626,NCLG0
20150626,HHSK0
20150626,WOLT0
20150626,KTSS0
20150626,OBHT0
20150627,NCLG0
20150627,HHSK0
20150627,WOLT0
20150627,KTSS0
20150627,OBHT0
20150628,NCLG0
20150628,HHSK0
20150628,WOLT0
20150628,KTSS0
20150628,OBHT0
20150701,LTNC0
20150701,SSWO0
20150701,LGOB0
20150701,KTSK0
20150701,HHHT0
20150702,LTNC0
20150702,SSWO0
20150702,LGOB0
20150702,KTSK0
20150702,HHHT0
20150703,WOOB0
20150703,SKLT0
20150703,LGSS0
20150703,HTKT0
20150703,NCHH0
20150704,WOOB0
20150704,SKLT0
20150704,LGSS0
20150704,HTKT0
20150704,NCHH0
20150705,WOOB0
20150705,SKLT0
20150705,LGSS0
20150705,HTKT0
20150707,HTWO0
20150707,LTLG0
20150708,HTWO0
20150708,LTLG0
20150708,OBHH0
20150709,HTWO0
20150709,KTNC0
20150709,LTLG0
20150709,SKSS0
20150709,OBHH0
20150710,NCWO0
20150710,HHLG0
20150710,HTSK0
20150710,OBLT0
20150710,SSKT0
20150711,NCWO0
20150711,HHLG0
20150711,HTSK0
20150711,SSKT0
20150714,SKNC0
20150714,KTOB0
20150714,LGHT0
20150714,WOSS0
20150714,LTHH0
20150715,SKNC0
20150715,KTOB0
20150715,WOSS0
20150715,LTHH0
20150716,SKNC0
20150716,KTOB0
20150716,LGHT0
20150716,WOSS0
20150716,LTHH0
20150721,WOLG0
20150721,OBSK0
20150721,HTSS0
20150721,HHKT0
20150721,NCLT0
20150722,WOLG0
20150722,OBSK0
20150722,HTSS0
20150722,HHKT0
20150722,NCLT0
20150723,OBSK0
20150723,HTSS0
20150723,NCLT0
20150724,OBNC0
20150724,LTHT0
20150724,SSHH0
20150725,OBNC0
20150725,LTHT0
20150725,SSHH0
20150726,OBNC0
20150726,SKWO0
20150726,KTLG0
20150726,LTHT0
20150726,SSHH0
20150728,KTWO0
20150728,HHOB0
20150728,LGLT0
20150728,NCSS0
20150728,SKHT0
20150729,KTWO0
20150729,HHOB0
20150729,LGLT0
20150729,NCSS0
20150729,SKHT0
20150730,KTWO0
20150730,HHOB0
20150730,LGLT0
20150730,NCSS0
20150730,SKHT0
20150731,WONC0
20150731,SSOB0
20150731,LGSK0
20150731,LTKT0
20150731,HTHH0
20150801,WONC0
20150801,SSOB0
20150801,LGSK0
20150801,LTKT0
20150801,HTHH0
20150802,WONC0
20150802,SSOB0
20150802,LGSK0
20150802,LTKT0
20150802,HTHH0
20150804,HTWO0
20150804,NCLG0
20150804,HHSK0
20150804,SSKT0
20150804,OBLT0
20150805,HTWO0
20150805,NCLG0
20150805,HHSK0
20150805,SSKT0
20150805,OBLT0
20150806,LTNC0
20150806,WOOB0
20150806,KTHT0
20150806,LGHH0
20150806,SKSS0
20150807,LTNC0
20150807,WOOB0
20150807,KTHT0
20150807,LGHH0
20150807,SKSS0
20150808,HTNC0
20150808,LGOB0
20150808,KTSK0
20150808,LTHH0
20150809,HTNC0
20150809,LGOB0
20150809,KTSK0
20150809,WOSS0
20150809,LTHH0
20150810,WOSS0
20150811,NCWO0
20150811,SSLG0
20150811,SKLT0
20150811,HHKT0
20150812,NCWO0
20150812,SSLG0
20150812,HHKT0
20150812,OBHT0
20150813,HHWO0
20150813,NCOB0
20150813,LGSK0
20150813,LTKT0
20150813,SSHT0
20150814,HHWO0
20150814,NCOB0
20150814,LGSK0
20150814,LTKT0
20150814,SSHT0
20150815,KTNC0
20150815,LTWO0
20150815,HTLG0
20150815,OBSK0
20150815,HHSS0
20150816,KTNC0
20150816,HHSS0
20150817,LTWO0
20150817,HTLG0
20150817,OBSK0
20150818,SSOB0
20150818,LGLT0
20150818,WOKT0
20150818,SKHT0
20150818,NCHH0
20150819,SSOB0
20150819,LGLT0
20150819,WOKT0
20150819,SKHT0
20150819,NCHH0
20150820,SKWO0
20150820,OBLG0
20150820,KTHH0
20150821,SKWO0
20150821,OBLG0
20150821,HTLT0
20150821,NCSS0
20150821,KTHH0
20150822,WOLG0
20150822,NCSK0
20150822,LTSS0
20150822,OBKT0
20150822,HHHT0
20150823,WOLG0
20150823,NCSK0
20150823,LTSS0
20150823,OBKT0
20150823,HHHT0
20150825,HTSK0
20150826,KTWO0
20150826,LGNC0
20150826,LTOB0
20150826,HTSK0
20150826,SSHH0
20150827,HHNC0
20150827,SKLG0
20150827,WOLT0
20150827,OBSS0
20150827,HTKT0
20150828,HHNC0
20150828,SKLG0
20150828,WOLT0
20150828,OBSS0
20150828,HTKT0
20150829,HHOB0
20150829,NCLT0
20150829,LGSS0
20150829,SKKT0
20150829,WOHT0
20150830,HHOB0
20150830,NCLT0
20150830,LGSS0
20150830,SKKT0
20150830,WOHT0
20150901,LGWO0
20150901,SSNC0
20150901,SKOB0
20150901,KTLT0
20150901,HTHH0
20150902,LGWO0
20150902,SSNC0
20150902,SKOB0
20150902,KTLT0
20150902,HTHH0
20150903,OBNC0
20150903,KTLG0
20150903,SSSK0
20150903,LTHT0
20150903,WOHH0
20150904,OBNC0
20150904,KTLG0
20150904,SSSK0
20150904,LTHT0
20150904,WOHH0
20150905,LTLG0
20150905,WOSK0
20150905,HTSS0
20150905,NCKT0
20150905,OBHH0
20150906,WOSK0
20150906,HTSS0
20150906,NCKT0
20150906,OBHH0
20150906,LTLG0
20150908,OBWO0
20150908,HHLG0
20150908,LTSK0
20150908,KTSS0
20150908,NCHT0
20150909,OBWO0
20150909,HHLG0
20150909,LTSK0
20150909,KTSS0
20150909,NCHT0
20150910,WONC0
20150910,HTOB0
20150910,SSLT0
20150910,LGKT0
20150910,SKHH0
20150911,WONC0
20150911,SSLT0
20150911,LGKT0
20150911,SKHH0
20150912,SKNC0
20150912,SSWO0
20150912,KTOB0
20150912,HHLT0
20150912,LGHT0
20150913,SKNC0
20150913,SSWO0
20150913,KTOB0
20150913,HHLT0
20150913,LGHT0
20150915,KTNC0
20150915,LTOB0
20150915,SKSS0
20150915,HHHT0
20150916,LGWO0
20150916,LTOB0
20150916,SKSS0
20150916,HHHT0
20150917,LTOB0
20150917,SKSS0
20150917,KTHT0
20150917,NCHH0
20150918,SKLT0
20150918,OBSS0
20150918,NCHH0
20150919,WOLG0
20150919,HTSK0
20150919,OBHH0
20150920,WONC0
20150920,KTLG0
20150920,HTSK0
20150920,SSLT0
20150920,OBHH0
20150921,WONC0
20150921,KTLG0
20150921,HTSK0
20150922,OBLT0
20150922,NCSS0
20150922,LGHT0
20150923,SKWO0
20150923,SSKT0
20150924,OBLT1
20150924,HTNC0
20150924,SKWO0
20150924,SSKT0
20150924,OBLT2
20150925,LGNC0
20150925,KTOB0
20150925,SSSK0
20150925,WOHH0
20150926,SSOB0
20150926,SKHT0
20150926,WOHH0
20150927,KTWO0
20150927,LTNC0
20150927,LGOB0
20150928,HHNC0
20150928,HTLG0
20150928,WOSK0
20150928,OBKT0
20150929,NCWO0
20150929,KTSK0
20150929,HTLT0
20150929,SSHH0
20150930,NCOB0
20150930,LGSK0
20150930,HTLT0
20150930,SSHH0
20151001,HHWO0
20151001,NCLG0
20151001,OBSK0
20151002,LTWO0
20151002,HHLG0
20151002,NCSK0
20151002,KTSS0
20151002,OBHT0
20151003,SSWO0
20151003,LTLG0
20151003,NCSK0
20151003,HHKT0
20151003,OBHT0
20151004,HTOB0
20151004,KTLT0
20151005,KTNC0
20151005,SSHT0
20151006,LGHT0
