date,gameid
20080329,HTSS0
20080329,LGSK0
20080329,LTHH0
20080330,LTHH0
20080330,HTSS0
20080330,WOOB0
20080330,LGSK0
20080401,HHWO0
20080401,OBHT0
20080401,SKLT0
20080401,SSLG0
20080402,HHWO0
20080402,OBHT0
20080402,SSLG0
20080402,SKLT0
20080403,HHWO0
20080403,OBHT0
20080403,SSLG0
20080403,SKLT0
20080404,WOSS0
20080404,LTLG0
20080404,OBSK0
20080404,HTHH0
20080405,WOSS0
20080405,LTLG0
20080405,OBSK0
20080405,HTHH0
20080406,WOSS0
20080406,LTLG0
20080406,OBSK0
20080406,HTHH0
20080408,LGWO0
20080408,LTSS0
20080408,SKHT0
20080408,HHOB0
20080409,LGWO0
20080409,HHOB0
20080410,LGWO0
20080410,LTSS0
20080410,SKHT0
20080410,HHOB0
20080411,SKWO0
20080411,LGOB0
20080411,HTLT0
20080411,SSHH0
20080412,SKWO0
20080412,LGOB0
20080412,HTLT0
20080412,SSHH0
20080413,SKWO0
20080413,LGOB0
20080413,HTLT0
20080413,SSHH0
20080415,HTLG0
20080415,SSSK0
20080415,OBLT0
20080415,WOHH0
20080416,HTLG0
20080416,SSSK0
20080416,WOHH0
20080417,HTLG0
20080417,SSSK0
20080417,WOHH0
20080418,HHHT0
20080418,LGSS0
20080418,LTWO0
20080418,SKOB0
20080419,HHHT0
20080419,LGSS0
20080419,LTWO0
20080419,SKOB0
20080420,HHHT0
20080420,LGSS0
20080420,LTWO0
20080420,SKOB0
20080422,OBSS0
20080422,WOHT0
20080422,HHLG0
20080423,OBSS0
20080423,WOHT0
20080423,HHLG0
20080423,LTSK0
20080424,OBSS0
20080424,WOHT0
20080424,HHLG0
20080424,LTSK0
20080425,WOLG0
20080425,HTSK0
20080425,SSLT0
20080425,OBHH0
20080426,WOLG0
20080426,HTSK0
20080426,SSLT0
20080426,OBHH0
20080427,SSLT0
20080427,WOLG0
20080427,HTSK0
20080427,OBHH0
20080429,WOSS0
20080429,HTOB0
20080429,LGLT0
20080429,SKHH0
20080430,WOSS0
20080430,HTOB0
20080430,LGLT0
20080430,SKHH0
20080501,WOSS0
20080501,HTOB0
20080501,LGLT0
20080501,SKHH0
20080503,OBLG0
20080503,HHSS0
20080503,LTHT0
20080503,WOSK0
20080504,HHSS0
20080504,OBLG0
20080504,WOSK0
20080505,OBLG0
20080505,HHSS0
20080505,LTHT0
20080505,WOSK0
20080506,OBWO0
20080506,SSHT0
20080506,SKLG0
20080506,HHLT0
20080507,OBWO0
20080507,SSHT0
20080507,SKLG0
20080507,HHLT0
20080508,OBWO0
20080508,SSHT0
20080508,SKLG0
20080508,HHLT0
20080509,HTWO0
20080509,SKSS0
20080509,LTOB0
20080509,LGHH0
20080510,HTWO0
20080510,SKSS0
20080510,LTOB0
20080510,LGHH0
20080511,SKSS0
20080511,LGHH0
20080511,HTWO0
20080511,LTOB0
20080513,SSLT0
20080513,WOLG0
20080513,OBSK0
20080513,HTHH0
20080514,SSLT0
20080514,WOLG0
20080514,OBSK0
20080514,HTHH0
20080515,SSLT0
20080515,WOLG0
20080515,OBSK0
20080515,HTHH0
20080516,LGHT0
20080516,SSOB0
20080516,HHSK0
20080516,WOLT0
20080517,WOLT0
20080517,LGHT0
20080517,SSOB0
20080517,HHSK0
20080518,LGHT0
20080518,WOLT0
20080520,LGSS0
20080520,LTHT0
20080520,SKWO0
20080520,HHOB0
20080521,LGSS0
20080521,LTHT0
20080521,SKWO0
20080521,HHOB0
20080522,LGSS0
20080522,LTHT0
20080522,SKWO0
20080522,HHOB0
20080523,HTLG0
20080523,LTSK0
20080523,SSHH0
20080524,HTLG0
20080524,LTSK0
20080524,SSHH0
20080525,OBWO0
20080525,SSHH0
20080525,HTLG0
20080525,LTSK0
20080527,SKHT0
20080527,SSWO0
20080527,OBLG0
20080527,HHLT0
20080528,SSWO0
20080528,OBLG0
20080529,SKHT0
20080529,SSWO0
20080529,OBLG0
20080529,HHLT0
20080530,LTWO0
20080530,SKSS0
20080530,HTOB0
20080530,LGHH0
20080531,LTWO0
20080531,SKSS0
20080531,HTOB0
20080531,LGHH0
20080601,LGHH0
20080601,LTWO0
20080601,SKSS0
20080601,HTOB0
20080603,HHHT0
20080603,SSLG0
20080603,OBLT0
20080604,HHHT0
20080605,WOSK0
20080605,HHHT0
20080605,SSLG0
20080605,OBLT0
20080606,SKLT0
20080606,SSHT0
20080606,LGOB0
20080606,WOHH0
20080607,SKLT0
20080607,SSHT0
20080607,LGOB0
20080607,WOHH0
20080608,SSHT0
20080608,SKLT0
20080610,HHSS0
20080610,HTWO0
20080610,LTOB0
20080610,LGSK0
20080611,HHSS0
20080611,HTWO0
20080611,LTOB0
20080611,LGSK0
20080612,HHSS0
20080612,HTWO0
20080612,LTOB0
20080612,LGSK0
20080613,OBSS0
20080613,HHLG0
20080613,HTSK0
20080613,WOLT0
20080614,OBSS0
20080614,HHLG0
20080614,HTSK0
20080614,WOLT0
20080615,OBSS0
20080615,WOLT0
20080615,HHLG0
20080615,HTSK0
20080617,LGHT0
20080617,SSWO0
20080617,SKOB0
20080617,LTHH0
20080619,LGHT0
20080619,SSWO0
20080619,SKOB0
20080619,LTHH0
20080620,HHWO0
20080620,OBHT0
20080620,LTLG0
20080620,SSSK0
20080621,HHWO0
20080621,OBHT0
20080621,LTLG0
20080621,SSSK0
20080622,HHWO0
20080622,OBHT0
20080622,LTLG0
20080622,SSSK0
20080624,LGSS0
20080624,SKLT0
20080624,WOOB0
20080624,HTHH0
20080625,LGSS0
20080625,SKLT0
20080625,WOOB0
20080625,HTHH0
20080626,LGSS0
20080626,SKLT0
20080626,WOOB0
20080626,HTHH0
20080627,LGWO0
