G_ID,SR_ID,SEASON_ID,G_DT,G_TM,S_NM,AWAY_ID,HOME_ID,AWAY_NM,HOME_NM,CANCEL_SC_ID,CANCEL_SC_NM,SR_NM
,,,20070401,,,,,,,,,
,,,20070402,,,,,,,,,
,,,20070403,,,,,,,,,
,,,20070404,,,,,,,,,
,,,20070405,,,,,,,,,
20070406OBSS0,0,2007,20070406,18:00,시민,OB,SS,두산,삼성,0,정상경기,정규시즌
20070406SKHH0,0,2007,20070406,18:00,한밭,SK,HH,SK,한화,0,정상경기,정규시즌
20070406LTHD0,0,2007,20070406,18:30,수원,LT,HD,롯데,현대,0,정상경기,정규시즌
20070406HTLG0,0,2007,20070406,19:00,잠실,HT,LG,KIA,LG,0,정상경기,정규시즌
20070407HTLG0,0,2007,20070407,14:00,잠실,HT,LG,KIA,LG,0,정상경기,정규시즌
20070407OBSS0,0,2007,20070407,17:00,시민,OB,SS,두산,삼성,0,정상경기,정규시즌
20070407SKHH0,0,2007,20070407,17:00,한밭,SK,HH,SK,한화,0,정상경기,정규시즌
20070407LTHD0,0,2007,20070407,17:00,수원,LT,HD,롯데,현대,0,정상경기,정규시즌
20070408OBSS0,0,2007,20070408,14:00,시민,OB,SS,두산,삼성,0,정상경기,정규시즌
20070408SKHH0,0,2007,20070408,14:00,한밭,SK,HH,SK,한화,0,정상경기,정규시즌
20070408HTLG0,0,2007,20070408,17:00,잠실,HT,LG,KIA,LG,0,정상경기,정규시즌
20070408LTHD0,0,2007,20070408,17:00,수원,LT,HD,롯데,현대,0,정상경기,정규시즌
,,,20070409,,,,,,,,,
20070410HDHT0,0,2007,20070410,18:30,무등,HD,HT,현대,KIA,0,정상경기,정규시즌
20070410SSSK0,0,2007,20070410,18:30,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20070410LGLT0,0,2007,20070410,18:30,사직,LG,LT,LG,롯데,0,정상경기,정규시즌
20070411HDHT0,0,2007,20070411,18:30,무등,HD,HT,현대,KIA,0,정상경기,정규시즌
20070411HHOB0,0,2007,20070411,18:30,잠실,HH,OB,한화,두산,0,정상경기,정규시즌
20070411SSSK0,0,2007,20070411,18:30,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20070411LGLT0,0,2007,20070411,18:30,사직,LG,LT,LG,롯데,0,정상경기,정규시즌
20070412HDHT0,0,2007,20070412,18:30,무등,HD,HT,현대,KIA,0,정상경기,정규시즌
20070412HHOB0,0,2007,20070412,18:30,잠실,HH,OB,한화,두산,0,정상경기,정규시즌
20070412SSSK0,0,2007,20070412,18:30,문학,SS,SK,삼성,SK,0,정상경기,정규시즌
20070412LGLT0,0,2007,20070412,18:30,사직,LG,LT,LG,롯데,0,정상경기,정규시즌
20070413LTHH0,0,2007,20070413,18:30,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
20070413SSHT0,0,2007,20070413,18:30,무등,SS,HT,삼성,KIA,0,정상경기,정규시즌
20070413SKOB0,0,2007,20070413,18:30,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20070414LTHH0,0,2007,20070414,17:00,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
20070414SSHT0,0,2007,20070414,17:00,무등,SS,HT,삼성,KIA,0,정상경기,정규시즌
20070414SKOB0,0,2007,20070414,17:00,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20070414LGHD0,0,2007,20070414,17:00,수원,LG,HD,LG,현대,0,정상경기,정규시즌
20070415LTHH0,0,2007,20070415,14:00,한밭,LT,HH,롯데,한화,0,정상경기,정규시즌
20070415SSHT0,0,2007,20070415,17:00,무등,SS,HT,삼성,KIA,0,정상경기,정규시즌
20070415SKOB0,0,2007,20070415,17:00,잠실,SK,OB,SK,두산,0,정상경기,정규시즌
20070415LGHD0,0,2007,20070415,17:00,수원,LG,HD,LG,현대,0,정상경기,정규시즌
,,,20070416,,,,,,,,,
20070417LTSS0,0,2007,20070417,18:00,시민,LT,SS,롯데,삼성,0,정상경기,정규시즌
20070417HHLG0,0,2007,20070417,18:30,잠실,HH,LG,한화,LG,0,정상경기,정규시즌
20070417HTSK0,0,2007,20070417,18:30,문학,HT,SK,KIA,SK,0,정상경기,정규시즌
20070417OBHD0,0,2007,20070417,18:30,수원,OB,HD,두산,현대,0,정상경기,정규시즌
20070418LTSS0,0,2007,20070418,18:00,시민,LT,SS,롯데,삼성,0,정상경기,정규시즌
20070418HHLG0,0,2007,20070418,18:30,잠실,HH,LG,한화,LG,0,정상경기,정규시즌
20070418HTSK0,0,2007,20070418,18:30,문학,HT,SK,KIA,SK,0,정상경기,정규시즌
20070418OBHD0,0,2007,20070418,18:30,수원,OB,HD,두산,현대,0,정상경기,정규시즌
20070419LTSS0,0,2007,20070419,18:00,시민,LT,SS,롯데,삼성,0,정상경기,정규시즌
20070419HHLG0,0,2007,20070419,18:30,잠실,HH,LG,한화,LG,0,정상경기,정규시즌
20070419HTSK0,0,2007,20070419,18:30,문학,HT,SK,KIA,SK,0,정상경기,정규시즌
20070419OBHD0,0,2007,20070419,18:30,수원,OB,HD,두산,현대,0,정상경기,정규시즌
20070420OBHT0,0,2007,20070420,18:30,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20070420HDLT0,0,2007,20070420,18:30,사직,HD,LT,현대,롯데,0,정상경기,정규시즌
20070421OBHT0,0,2007,20070421,17:00,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20070421SSLG0,0,2007,20070421,17:00,잠실,SS,LG,삼성,LG,0,정상경기,정규시즌
20070421HHSK0,0,2007,20070421,17:00,문학,HH,SK,한화,SK,0,정상경기,정규시즌
20070421HDLT0,0,2007,20070421,17:00,사직,HD,LT,현대,롯데,0,정상경기,정규시즌
20070422OBHT0,0,2007,20070422,17:00,무등,OB,HT,두산,KIA,0,정상경기,정규시즌
20070422SSLG0,0,2007,20070422,17:00,잠실,SS,LG,삼성,LG,0,정상경기,정규시즌
20070422HHSK0,0,2007,20070422,17:00,문학,HH,SK,한화,SK,0,정상경기,정규시즌
20070422HDLT0,0,2007,20070422,17:00,사직,HD,LT,현대,롯데,0,정상경기,정규시즌
,,,20070423,,,,,,,,,
