date,gameid
20140520,SKNC0
20140520,LGHT0
20140520,LTSS0
20140521,HHWO0
20140521,SKNC0
20140521,LGHT0
20140521,LTSS0
20140522,HHWO0
20140522,SKNC0
20140522,LGHT0
20140522,LTSS0
20140523,HHOB0
20140523,LGSK0
20140523,WOSS0
20140523,HTLT0
20140524,HHOB0
20140524,LGSK0
20140524,WOSS0
20140524,HTLT0
20140525,HHOB0
20140525,LGSK0
20140525,WOSS0
20140525,HTLT0
20140527,SKWO0
20140527,SSLG0
20140527,OBHT0
20140527,NCHH0
20140528,SKWO0
20140528,SSLG0
20140528,OBHT0
20140528,NCHH0
20140529,SKWO0
20140529,SSLG0
20140529,OBHT0
20140529,NCHH0
20140530,LGWO0
20140530,LTOB0
20140530,NCHT0
20140530,SKHH0
20140531,LGWO0
20140531,LTOB0
20140531,NCHT0
20140531,SKHH0
20140601,LGWO0
20140601,LTOB0
20140601,NCHT0
20140601,SKHH0
20140603,WONC0
20140603,HTSS0
20140604,WONC0
20140604,OBSK0
20140604,HTSS0
20140605,WONC0
20140605,OBSK0
20140605,HHLT0
20140605,HTSS0
20140606,OBWO0
20140606,HTLG0
20140606,LTSK0
20140606,SSHH0
20140607,OBWO0
20140607,HTLG0
20140607,LTSK0
20140607,SSHH0
20140608,OBWO0
20140608,HTLG0
20140608,LTSK0
20140608,SSHH0
20140610,SSWO0
20140610,NCOB0
20140610,LGLT0
20140610,HHHT0
20140611,LGLT0
20140611,HHHT0
20140612,SSWO0
20140612,NCOB0
20140612,HHHT0
20140613,HHNC0
20140613,SKLG0
20140613,HTLT0
20140613,OBSS0
20140614,HHNC0
20140614,SKLG0
20140614,HTLT0
20140614,OBSS0
20140615,HHNC0
20140615,SKLG0
20140615,HTLT0
20140615,OBSS0
20140617,LTNC0
20140617,LGOB0
20140617,SSSK0
20140617,WOHT0
20140618,LTNC0
20140618,LGOB0
20140618,SSSK0
20140618,WOHT0
20140619,LTNC0
20140619,LGOB0
20140619,SSSK0
20140619,WOHT0
20140620,SKWO0
20140620,SSNC0
20140620,HTOB0
20140621,SKWO0
20140621,HTOB0
20140621,LGHH0
20140622,SKWO0
20140622,SSNC0
20140622,HTOB0
20140622,LGHH0
20140623,LGHH0
20140624,NCLG0
20140624,WOSS0
20140624,SKHT0
20140624,LTHH0
20140625,NCLG0
20140625,WOSS0
20140625,SKHT0
20140625,LTHH0
20140626,NCLG0
20140626,WOSS0
20140626,SKHT0
20140626,LTHH0
20140627,WOOB0
20140627,LGSK0
20140627,NCLT0
20140627,HHSS0
20140628,WOOB0
20140628,LGSK0
20140628,NCLT0
20140628,HHSS0
20140629,WOOB0
20140629,LGSK0
20140629,NCLT0
20140629,HHSS0
20140701,LTWO0
20140701,SKNC0
20140701,HHLG0
20140701,OBHT0
20140702,LTWO0
20140702,HHLG0
20140703,LTWO0
20140703,SKNC0
20140703,HHLG0
20140703,OBHT0
20140704,HTWO0
20140704,LGNC0
20140704,SSOB0
20140704,SKLT0
20140705,HTWO0
20140705,LGNC0
20140705,SSOB0
20140705,SKLT0
20140706,HTWO0
20140706,SSOB0
20140707,LGNC0
20140707,SKLT0
20140708,OBLG0
20140708,HTSK0
20140708,LTSS0
20140708,WOHH0
20140709,OBLG0
20140709,HTSK0
20140709,LTSS0
20140709,WOHH0
20140710,OBLG0
20140710,HTSK0
20140710,LTSS0
20140710,WOHH0
20140711,NCWO0
20140711,HHOB0
20140711,SKSS0
20140711,LTHT0
20140712,NCWO0
20140712,HHOB0
20140712,SKSS0
20140712,LTHT0
20140713,NCWO0
20140713,HHOB0
20140713,SKSS0
20140713,LTHT0
20140715,SSLG0
20140715,HHSK0
20140716,OBNC0
20140716,SSLG0
20140716,HHSK0
20140716,WOLT0
20140722,SSLT0
20140722,LGHT0
20140722,NCHH0
20140723,SSLT0
20140723,LGHT0
20140723,NCHH0
20140724,SKOB0
20140724,SSLT0
20140724,LGHT0
20140724,NCHH0
20140725,HTHH0
20140725,NCSS0
20140726,LTLG0
20140726,WOSK0
20140726,HTHH0
20140726,NCSS0
20140727,LTLG0
20140727,WOSK0
20140727,HTHH0
20140727,NCSS0
20140728,LTLG0
20140728,WOSK0
20140729,HHWO0
20140729,HTNC0
20140729,OBLT0
20140729,LGSS0
20140730,HHWO0
20140730,HTNC0
20140730,OBLT0
20140730,LGSS0
20140731,HHWO0
20140731,HTNC0
20140731,OBLT0
20140731,LGSS0
20140801,WOLG0
20140801,NCSK0
20140801,SSHT0
20140801,OBHH0
20140802,WOLG0
20140802,NCSK0
20140803,OBHH0
20140804,WOLG0
20140805,SKWO0
20140805,HTOB0
20140805,NCLT0
20140805,SSHH0
20140806,NCLT0
20140806,SSHH0
20140807,LGNC0
20140807,WOOB0
20140807,HTSK0
20140808,LGNC0
20140808,WOOB0
20140808,HTSK0
20140808,LTSS0
20140809,SKNC0
20140809,SSWO0
20140809,HHLG0
20140809,LTHT0
20140810,LTHT0
20140811,SKNC0
20140811,SSWO0
20140811,HHLG0
20140812,SKLG0
20140812,WOLT0
20140812,NCHT0
20140812,OBHH0
20140813,SKLG0
20140813,WOLT0
20140813,NCHT0
20140814,OBWO0
20140814,SSSK0
20140814,LTHH0
20140815,OBWO0
20140815,NCLG0
20140815,SSSK0
20140815,LTHH0
20140816,HHNC0
20140816,LTOB0
20140816,LGSS0
20140816,WOHT0
20140817,HHNC0
20140817,LTOB0
20140819,LGWO0
20140819,OBSK0
20140819,HHLT0
20140820,LGWO0
20140820,OBSK0
20140821,WONC0
20140821,OBSS0
20140822,WONC0
20140822,HTLG0
20140822,OBSS0
20140822,SKHH0
20140823,NCOB0
20140823,LGLT0
20140823,SKSS0
20140823,HHHT0
20140824,NCOB0
20140824,LGLT0
20140824,SKSS0
20140825,HHHT0
20140826,SSLT0
20140826,NCHH0
20140827,HTWO0
20140827,LGOB0
20140827,SSLT0
20140827,NCHH0
20140828,SSOB0
20140828,LGSK0
20140828,HTLT0
20140828,WOHH0
20140829,SSOB0
20140829,LGSK0
20140829,HTLT0
20140829,WOHH0
20140830,OBNC0
20140830,LTLG0
20140830,WOSS0
20140830,SKHT0
20140831,OBNC0
20140831,LTLG0
20140831,WOSS0
20140831,SKHT0
20140902,HHSK0
20140902,NCSS0
20140904,NCWO0
20140904,OBLG0
20140904,LTSK0
20140904,HHSS0
20140905,OBLG0
20140905,NCWO0
20140905,LTSK0
20140905,HHSS0
20140906,HTNC0
20140906,LTWO0
20140906,SKOB0
20140906,LGHH0
20140907,HTNC0
20140907,LTWO0
20140907,SKOB0
20140907,LGHH0
20140909,HHWO0
20140909,SSNC0
20140909,SKLT0
20140909,LGHT0
20140910,HHWO0
20140910,SSNC0
20140910,SKLT0
20140910,LGHT0
20140911,LTNC0
20140911,HHOB0
20140911,WOSK0
20140911,HTSS0
20140912,LTNC0
20140912,HHOB0
20140912,WOSK0
20140912,HTSS0
20140913,SSLG0
20140913,NCSK0
20140913,OBLT0
20140913,HTHH0
20140914,SSLG0
20140914,NCSK0
20140914,OBLT0
20140914,HTHH0
20141001,LTSS0
20141001,OBHT0
20141001,SKHH0
20141002,SKNC0
20141002,HHLT0
20141002,OBHT0
20141003,WOLG0
20141003,HHLT0
20141003,OBHT0
20141004,OBNC0
20141004,WOLG0
20141004,SSHT0
20141005,OBNC0
20141005,WOLG0
20141005,HHSK0
20141005,SSHT0
20141006,NCLG0
20141006,HHSK0
20141006,OBSS0
20141007,HTWO0
20141007,SSLG0
20141007,NCSK0
20141007,LTHH0
20141008,SSWO0
20141008,HTOB0
20141009,HTLG0
20141009,NCSS0
20141009,OBHH0
20141010,NCLT0
20141010,OBHH0
20141011,LGOB0
20141011,WOSK0
20141011,HHLT0
20141011,SSHT0
20141012,LGOB0
20141012,HHLT0
20141012,SSHT0
20141013,OBSK0
20141013,WOHT0
20141013,SSHH0
20141014,SSNC0
20141014,WOLT0
20141015,SKOB0
20141015,WOLT0
20141015,LGSS0
20141016,SKOB0
20141016,HTSS0
20141017,SKWO0
20141017,NCOB0
20141017,LGLT0
20141017,HHHT0
